 1 8760
 2 3060
 3 4541
 4 4520
 5 8760
 6 7421
 7 8760
 8    0
 9 3761
10    0
11  588
12    0
13    0
14 4543
15    0
16    0
17 7422
18    0
19 3016
20    0
21 3044
22 3044
23 3040
24 3020
25    0
26 3473
