 1 8760
 2 5265
 3 8755
 4 5858
 5 8756
 6 8760
 7 8760
 8 8760
 9 8760
10 8760
11 8763
12 8760
13 8762
14 8755
15 8760
16 5479
17 5109
18 4676
19    0
20    0
21    0
22    0
23    0
24    0
25    0
26    0
