 1 8760
 2 7399
 3 5428
 4 6711
 5 8758
 6 8760
 7 8760
 8 8760
 9 8760
10 6123
11 6055
12 5810
13 5620
14 4209
15    0
16    0
17    0
18    0
19    0
20    0
21    0
22    0
23    0
24    0
