 1 8759
 2 8751
 3 8746
 4 5848
 5 8746
 6 8760
 7 8754
 8 3733
 9 5431
10 8594
11 8759
12 3805
13 3565
14 8741
15 3759
16 3782
17 8760
18    0
19 8760
20 3001
21 5143
22 5352
23 5355
24 5376
25    0
26    0
